Open_date,Close_date,Pair_Name,Open_price_Y,Close_price_Y,Shares_Y,Open_price_X,Close_price_X,Shares_X,Signal,Returns
2017-01-31 00:00:00,2017-02-01 00:00:00,XEL_CMS,0.01448564637619132,-0.01669895457482318,0.9999221159251375,0.01332070194358215,-0.003477846994000111,7.788407486263407e-05,Sell,2.1525273086828616
2017-02-14 00:00:00,2017-02-16 00:00:00,XEL_CMS,-0.007375355091774227,0.006729180832547144,0.9993652120189476,-0.00811507523596866,0.007481894859682647,0.0006347879810525023,Buy,-1.9099533626477434
2017-03-08 00:00:00,2017-03-10 00:00:00,XEL_CMS,-0.01757191383717382,0.009983840715741987,0.998814282646579,-0.01732675414718876,0.009606934026751945,0.001185717353421049,Buy,-1.5644678129358063
2017-03-15 00:00:00,2017-03-16 00:00:00,XEL_CMS,0.01849717703532017,-0.01066970099812192,0.9988272308289058,0.01740901870065059,-0.01355561733569555,0.0011727691710940703,Sell,1.5728934067262224
2017-03-29 00:00:00,2017-04-04 00:00:00,XEL_CMS,-0.01023802953111619,0.002477237111795816,0.9986780868620546,-0.007528613594957601,0.001784739884549413,0.0013219131379453794,Buy,-1.238687191634123
2017-04-05 00:00:00,2017-04-06 00:00:00,XEL_CMS,0.006964722434314785,-0.005131385978432768,0.9987488218383546,0.00779324100922163,-0.003535184155759485,0.0012511781616453318,Sell,1.7327764489503799
2017-04-20 00:00:00,2017-04-21 00:00:00,XEL_CMS,-0.003348292395907726,0.004031333436750328,0.9988325342325372,-0.007088876541326061,0.00825493273549105,0.0011674657674628597,Buy,-2.198896771874225
2017-05-01 00:00:00,2017-05-04 00:00:00,XEL_CMS,-0.005549391373442569,0.004697007653171603,0.9988796436364821,-0.005506453456585292,0.003334788353794416,0.0011203563635179502,Buy,-1.8425330165662839
2017-05-12 00:00:00,2017-05-16 00:00:00,XEL_CMS,0.00952379041948892,-0.005239003158389877,0.9989231329629858,0.007522050143956571,-0.008750624053454281,0.001076867037013997,Sell,1.5460975689402652
2017-06-05 00:00:00,2017-06-13 00:00:00,XEL_CMS,-0.00993381207327193,0.005339535184741395,0.9987648882531684,-0.009834697611459053,0.005316903994212252,0.0012351117468315754,Buy,-1.5337093488661109
2017-06-22 00:00:00,2017-06-26 00:00:00,XEL_CMS,-0.004416255058913965,0.005304323662636001,0.9988156257768436,-0.001886399626505497,0.005284130756536776,0.0011843742231565306,Buy,-2.1939819511730807
2017-06-28 00:00:00,2017-07-05 00:00:00,XEL_CMS,-0.01148687950561922,-0.0008774859440707772,0.9988475585720531,-0.008932534058629815,-0.004130295762417857,0.0011524414279470345,Buy,-0.921925747250884
2017-07-07 00:00:00,2017-07-24 00:00:00,XEL_CMS,0.002633303103912743,-0.01096589083478638,0.9989140966761193,0.001094114243103572,-0.007700454269682466,0.0010859033238806819,Sell,5.14997363652311
2017-08-11 00:00:00,2017-08-15 00:00:00,XEL_CMS,-0.009251747417370115,0.006194487555615247,0.9988649010875853,-0.003580572686614603,0.006320907355069183,0.0011350989124147251,Buy,-1.6645138162957638
2017-09-01 00:00:00,2017-09-05 00:00:00,XEL_CMS,-0.0028281875623557,0.005875227098306901,0.9988541749597007,-0.002472336507963857,0.0002066782832088609,0.001145825040299228,Buy,-3.0726146578000764
2017-09-07 00:00:00,2017-09-12 00:00:00,XEL_CMS,0.006658530036918853,-0.01940212167756528,0.9988541035697867,0.005811742296291333,-0.02077391963218533,0.0011458964302134013,Sell,3.9041478515040366
2017-09-12 00:00:00,2017-09-15 00:00:00,XEL_CMS,-0.01940212167756528,-0.0004073762443232987,0.9988517910722543,-0.02077391963218533,-0.0004174854644541925,0.001148208927745784,Buy,-0.9767542863977671
2017-09-22 00:00:00,2017-09-25 00:00:00,XEL_CMS,-0.01249742817131361,0.006116891147135428,0.9988635337452899,-0.01253743394343521,0.01355737805677459,0.0011364662547100706,Buy,-1.4853938965730529
2017-10-04 00:00:00,2017-10-06 00:00:00,XEL_CMS,0.01250530731073884,-0.003993351260345168,0.9988711722038295,0.01131169420849387,-0.004942741765071479,0.0011288277961704486,Sell,1.3162211390784775
2017-10-11 00:00:00,2017-10-16 00:00:00,XEL_CMS,0.007092082932687038,-0.002468634273208981,0.9988683368346424,0.007446658532491046,-0.002734666166150923,0.001131663165357604,Sell,1.3450102841876623
2017-10-26 00:00:00,2017-10-31 00:00:00,XEL_CMS,-0.006682648490417997,0.00466625051738534,0.998851555555895,-0.0006253172866677037,0.0119248018747995,0.0011484444441049548,Buy,-1.6732640049410512
2017-11-07 00:00:00,2017-11-10 00:00:00,XEL_CMS,0.01275313274672385,-0.006137224896690219,0.9988493707126115,0.01789776642778618,-0.000202869231680558,0.0011506292873885758,Sell,1.4783647093940395
2017-11-14 00:00:00,2017-11-15 00:00:00,XEL_CMS,0.01988570656129518,-0.01196893735553495,0.9988362369865825,0.01853712751920944,-0.006527914548909997,0.001163763013417435,Sell,1.5984486489397396
2017-11-28 00:00:00,2017-12-01 00:00:00,XEL_CMS,0.007667938836923183,-0.004844219560057317,0.9988344895599262,-0.001004933651539641,-0.003206596582621124,0.0011655104400737962,Sell,1.632401537342376
2017-12-04 00:00:00,2017-12-06 00:00:00,XEL_CMS,-0.005451479663702741,0.005708612538189994,0.9988340486577811,0.0004021566095691043,0.002027887428817543,0.0011659513422187838,Buy,-2.049494035509093
2017-12-19 00:00:00,2017-12-22 00:00:00,XEL_CMS,-0.01517281097684842,-0.002892859880276766,0.9988271347280407,-0.01911612029322696,0.001904311295462868,0.0011728652719591752,Buy,-0.8071002765490284
2017-12-27 00:00:00,2018-01-03 00:00:00,XEL_CMS,0.006951614679746587,-0.006693158489770257,0.9988087552043261,0.008544948565191834,-0.006176619457191168,0.0011912447956738963,Sell,1.9584301742227996
2018-01-11 00:00:00,2018-01-16 00:00:00,XEL_CMS,-0.013223657961283,0.003100838757131852,0.9987927893181061,-0.01311691433257456,0.005680491910465157,0.0012072106818940005,Buy,-1.2312714501402844
